21597 CS MEDECINE GERIATRIQUE;;
21598 HJ GREFFE DE PEAU;;
21599 MT STERILISATION;;
21607 RECHERCHE CLINIQUE HEH;;
21611 BM PLATEFORME ONCO GENETIQUE;;
21612 HJ SUIVI TRANSPLANTATION CLIMA PAV R1;;
21613 BM GCS CTC;;
21614 HJ MEDECINE INTERNE CLIMA PAV O;;
21616 CS ELSA LIAISON SOINS ADDICTOLOGIE;;
21617 HJ CT REF HJ DE SUIVI IMPLANTS COCHLEAIRES;;
21618 CS CSAPA SUBSTITUTION K;;
21620 HJ BTP TRANSPLAN;;
21621 HJ ANESTHESIE R1;;
21623 HJ NEPHROLOGIE ADULTES CLIMA PAV P;;
21625 HJ PATHO OSS RHUMATO CLIMA PAV F;;
21626 BTC RECHERCHE ET DEVELOPPEMENT BAT 5;;
21627 CS DOULEUR CHRON REBELLE ACTES TECH;;
21628 HC PLAN BLANC PAV K3;;
21632 BM RECEPTION TRI ENREG;;
21643 CS CONSULT ANESTH CHIR AMBU PAV H;;
21644 ACHA CHIR AMB PAV H;;
21645 CS ANTENNE MEDICALE PREVENTION DOPAGE;;
21647 CS CCR2A TOXIDERMIES PAV R;;
21648 HJ CCR2A TOXIDERMIES PAV R;;
21649 RM D03224 FLORET WYETH LEDERLE;;
21658 RM CT D05017 NEGRIER NOVO NORDISK;;
21661 MT REED NUTRITIONNELLE HEH;;
21667 RM DELMAS AO HCL 06 PRIORITAIRES;;
21669 EXAMEN DE BIOLOGIE EFS;;
21674 CS SUIVI DES SPORTIFS HAUT NIVEAU;;
21679 CS PASS K RDC ACCES SOINS SANTE;;
21681 CS PASS PERINATALITE;;
21685 PRELEVEMENT D'ORGANES EXTERIEURS;;
21686 RM LION FRANCOIS PHRC REG 2002;;
21687 CS CHIRURGIE PLASTIQUE I RDC;;
21689 HS CHIR PLASTIQUE REPARATRICE U2B;;
21690 HC ORTHO MEMBRE SUP & INF E1 RDC;;
21692 CS EQUIPES MOBILES DE SOINS PALLIATIFS;;
21694 SCD GERIATRIQUE PAV T 1 ETG;;
21695 SCD GERIATRIQUE E5;;
21697 CS MED GERIATRIQUE PAV E;;
21700 HC SCD GERIATRIQUE K1;;
21701 CS FILIERE OSCAR;;
21702 RM D03586 HEYER MIN RECH;;
21711 RM LYRIC HEH WP 2;;
21712 RM DUMONTET AO HCL 06 PRIORITAIRES;;
21713 RM SCOAZEC AO HCL 06 PRIORITAIRES;;
21715 RM MION STIC 2002;;
21718 RM LYRIC HEH WP 4;;
21719 RM LYRIC HEH WP 5;;
21721 AU GESTION MED RISQ COLLECTIFS CATASTROPHES;;
21722 RM D02246 VIAL AGENCE MEDICAMENT;;
21723 CS EDUCATION THERAPEUTIQUE ONCORAL;;
21725 RM CRC CANCER HEH;;
21726 RM D01867 AYM LINA DGS;;
21727 RM REGULATION GENERALISTE;;
21728 BO BLOC PROGRAMME PAV H;;
21729 APPRO BLOC PROG PAV H RDC;;
21730 APPRO BLOC PROG PAV H 1er etage;;
21731 CS EQUIPE MOBILE DHLM;;
21732 RM D02962 AYMARD LINA DGS;;
21733 CS CENTRE EXPERT DE L AUDITION DE L ENFANT;;
21734 RM BOISSON PHRC NAT 05;;
21736 CONS CENTRALISEES ANESTHESIE;;
21737 CS STOMATHERAPIE SOINS EXTERNES;;
21742 RM D01461 DELMAS APMO;;
21744 RM D02208 NEGRIER BAYER;;
21745 RM D01614 STEGHENS CIRC;;
21746 RM D01581 DELMAS MERCK;;
21747 CS CONSULT PREP MIT;;
21750 CTR REF IMPLANTATION COCHLEAIRE;;
21751 AU REGULATION SAMU;;
21754 RM DUMONTET STIC 06;;
21756 CS INSTITUT DE MEDECINE LEGALE;;
21757 CS DERMATOLOGIE GNHN;;
21759 CS CLIMA R;;
21761 CS IMMUNO RHUMATO CLIMA PAV F;;
21762 HC SOINS PALLIATIFS;;
21764 CS MED SCOLAIRE ESQUIROL;;
21765 CS CEGIDD PAV K;;
21766 RM FABRY PHRC 1998;;
21767 CS CONSULTATION PREP CEGIDD;;
21768 RX CONSULT INTERV IMA GH;;
21769 RX CONSULT INTERV IMA PAV B;;
21770 HC ZSTCD ZONE SURV DE COURTE DUREE PAV G;;
21772 RM MION PHRC REG 2002;;
21773 SURVEILLANCE CONTINUE CHIR PAV H;;
21775 HC ZONE SURVEILLANCE DE COURTE DUREE;;
21778 RM FERBER VIART PHRC NAT 01;;
21779 RM D02623 AYMARD DGS;;
21780 RM ADHAM PHRC REG 2002;;
21781 RM D04749 NEGRIER BIOMETHODES;;
21782 RM CT D020317 D04938 VANHEMS SANOFI PASTEUR;;
21783 CS CS CARDIO PAV R;;
21784 RM CTD20353 D05074 MICHALLET CHUGAI PHARMA;;
21785 RM CT D20422 EDERY FONDATION COTREL;;
21786 RM DUMONTET AO HCL 06;;
21787 RM CTD020352 D05065 EUVRARD WYETH;;
21788 RM PONCHON VALETTE STIC 05 CANCER;;
21789 HJ ORL MEDICALE PAV U;;
21790 RM D03672 NEGRIER WYETH;;
21793 MT VENTE AU PUBLIC;;
21794 MT PLATEAU DE KINESITHERAPIE SSR K1;;
21795 HC SSR GERIATRIE K1;;
21796 MT PLATEAU D ERGOTHERAPIE SSR K1;;
21798 MT PLATEAU DE PSYCHOMOTRICITE SSR K1;;
21800 MT ANESTHESIE OPHTAL ODONTO;;
21801 MT ANESTHESIE BLOC URG PAV H;;
21802 MT ANESTHESIE REA PAV L MED DIGESTIVE;;
21803 RM VANHEMS PHRC REG 05;;
21804 MT ANESTHESIE REA I BRULES;;
21805 CS TRAIT DOULEUR CHRONIQUE ADULTE;;
21807 MT ANESTHESIE REA M1 VASCULAIRE;;
21808 RM PILLEUL STIC 05 CHAMP CANCER;;
21809 RM D03943 FABRY ANIOS;;
21810 MT ANESTHESIE REA RADIO CTLE;;
21811 MT ANESTHESIE REA UROLOGIE;;
21813 MT URGENCE VISCERALE;;
21817 MT ANESTHESIE REA ORTHOPEDIE;;
21819 MT ANESTHESIE REA ORL U;;
21820 RM PONCHON STIC 05 HORS CHAMP CANCER;;
21821 MT ANESTHESIE REA M2 ORTHO;;
21825 MT ANESTHESIE REANIMATION RADIO H;;
21826 MT ANESTHESIE RADIO INTERV PAV H 1 ETG;;
21827 CS ANESTHESIE M1 VASCUL;;
21828 RM UF MIXTE HCL BIOMERIEUX;;
21830 MT ANESTHESIE REA D CHIR DIGESTIVE;;
21831 CS ANESTHESIE URGENCE G;;
21832 CS ANESTHESIE H BIS;;
21833 CS ANESTHESIE C OPH;;
21834 CS ANESTHESIE I BRULES;;
21835 MT ANESTH BLOC PROG PAV H RDC;;
21836 MT ANESTH BLOC PROG PAV H 1ET;;
21837 CS ANESTHESIE T;;
21838 MT ANESTH BLOC PROG PAV H;;
21839 CS ANESTHESIE U ORL;;
21840 CS ANESTHESIE D CHIR DIG;;
21841 HS SECTEUR COMMUN M T;;
21842 CS ANESTHESIE URO ET LITHOTR;;
21843 RX RADIO INTERV CLIMA R1;;
21844 NGS ONCOLOGIE AO INCA 2013;;
21845 BM NGS ONCOLOGIE AO INCA 2013;;
21846 CS ANESTHESIE RADIO CENTRALE;;
21847 RM GUFFON PHRC NAT 2001;;
21850 CS HEMOVIGILANCE BAT 12;;
21851 CS ANESTHESIE M2 ORTHOPED;;
21852 RM MATHEVET P PHRC REGIONAL 2003;;
21855 BM CENTRE DE PRELEVEMENT HEH;;
21856 CS ANESTHESIE C ACHA;;
21857 RM LABORIE S PHRC NATIONAL 2003;;
21858 RM BOISSON PHRC NATIONAL 03;;
21859 RM NICOLAS J.FRANCOIS PHRC REGIONAL 2002;;
21866 RM CT D03704 ANDRE MINISTERE RECHERCHE;;
21867 MT EXPLO FONCT RENALES PAV R;;
21868 MT SALLE TECHNIQUE P NEPHRO;;
21869 RM CT D04416 NEGRIER BAYER;;
21870 RM BATTISTINI LAETITIA AO HCL 2004;;
21871 RM BORSON CHAZOT FRANCOISE PHRC 2003;;
21872 RM CT D04230 LEFRANCOIS IMTIX SANGSTAT SAS;;
21873 RM CT D04031 NEGRIER ANRS;;
21875 RM CT D03550 NEGRIER WYETH LEDERLE;;
21880 MT STOCK VENTE AU PUBLIC;;
21881 RM CTD03406 NEGRIER QUINTILES BENEFIT F SNC;;
21883 RM CT D03301 NEGRIER NOVO NORDISK;;
21884 RM CT D03294 NEGRIER GENZYME;;
21886 RM CTD03714 NEGRIER BAXTER HEALTHCARE CORPO;;
21887 RM CT D03853 THIVOLET ASS FR DIABETIQUE;;
21888 RM CT D04031 NAJIOULLAH BOULANGER ANRS;;
21889 RM CT D04036 MICHALLET ARCHE;;
21890 MT ANESTHESIOLOGIE 144;;
21891 RM CT D04437 NEGRIER LFB;;
21892 RM CT D04346 DELMAS INSERM;;
21893 CS ET PRESTAGE TRAIT ORAUX CANCER SUJET AGE;;
21894 RM CT D04416 NEGRIER BAYER HEALTHCARE;;
21898 CS ANESTHESIOLOGIE 134;;
21899 CS TRANSPL ET IMMUNO CLIMA PAV P;;
21900 RM BAULIEUX STIC 2003;;
21902 CS R STOMATO;;
21903 HC C OPHTALMOLOGIE;;
21905 HC F RHUMATO;;
21907 HC D CHIR DIGESTIVE;;
21908 HC HBIS HEPATO GASTRO ENTERO;;
21909 CS DIGESTIVES H S SOL;;
21910 HJ U.COMMUNE 310;;
21913 HC N1 URGENCES MEDICALES;;
21914 HC PAV H REANIMATION;;
21916 HC N PSYCHIATRIE D URGENCE;;
21917 HJ R DERMATO;;
21921 HC ORTHOPEDIE;;
21924 HC U ORL;;
21925 HC - I CHIR GEN ET DIGESTIVE;;
21926 U.C. CR PAV A SMA;;
21927 HC M CHIR VASCULAIRE;;
21929 HC I BRULES;;
21935 MT N EEG;;
21936 RX U.COMMUNE PAV.B;;
21939 HC P NEPHROLOGIE;;
21940 HC V UROLOGIE;;
21942 HJ U.COMMUNE CR;;
21943 HC P MED TRANSPLANT;;
21944 HC P REANIMATION;;
21945 RX U. COMMUNE GHN;;
21948 HC O MED INTERNE;;
21949 RX U.COMMUNE P;;
21950 HC UC CR MIR PAV H;;
21952 HJ ONCOLOGIE;;
21953 HC M CHIR ORTHO;;
21955 BM LOGISTIQUE GLE INFORMATIQUE QUALITE;;
21959 MT PHARMACIE;;
21960 HJ U.COMMUNE CR;;
21967 HJ UJERN P;;
21978 HC CHIR URG PAV H3 ETG;;
21980 CS M EXPLO FONCTIONNELLE;;
21982 HS UC U CHIRURGIE PLASTIQUE;;
21983 COORDINATION DES PRELEVEMENTS CR 21082;;
21984 HC U COMMUNE CR PAV E;;
21987 HC G VISCERALE;;
21990 CS 3C LOCAL EST CANCEROLOGIE;;
22015 69HCL20 0071 2;;
22038 COVID-19 69HCL200214;;
22250 69HCL 19 0496;;
22355 CT FORESTIER JULIEN ONCOLOGIE MEDICALE;;
22483 HCL15  0086 2 RIM;;
22493 RM PIALAT AMGEN;;
22494 RM TRUY CNRS;;
22495 RM CHARPURLAT CHUSE;;
22586 AO D50874 AMBRUN PHRC RM LOI HURIET;;
22596 AO 69HCL16 0092 1 WEGRZYN JULIEN PHRCI 2;;
22598 RM PHARMACIE PEACH;;
22606 RM 69HCL1607054 TACRO HEH;;
22961 RM CT69HCL18 0408 1 LEMOINE ACADEMIE DE MED;;
22962 RM 69HCL18 0734 1 THAUNAT ABM;;
24001 RM UF CHARGES RATTACHEES RECHERCHE GH NORD;;
24016 UF POOL SOINS CRITIQUES PAM NORD MED;;
24017 CS MEDECINE DU TRAVAIL;;
24021 HC MED INTERNE TEMP;;
24022 USC MED TEMPORAIRE;;
24023 PLATEFORME MGI COVID;;
24024 REA COVID;;
24025 MED INT REB BAT I ETAGE 1 NORD;;
24026 PNEUMO TEMP BAT I RDC;;
24027 MAL INF TEMP BAT I RDC;;
24028 COVID BAT R 3EME C;;
24029 REB 6;;
24030 CDP PALAIS DES SPORTS GERLAND;;
2403 VACCINATIONS COVID EXT;;
24033 VACCINATIONS COVID PERSONNEL;;
24034 USC PNEUMO RENFORCEE;;
24100 HC HGE UNITE C;;
24101 HS SALON D ACCUEIL CHIRURGICAL GHN;;
24102 HC HGE UNITE 5 A;;
24103 HC CARDIOLOGIE A;;
24105 HC PNEUMO H1;;
24106 HC PNEUMOLOGIE 1;;
24107 HC TRANSPLANT HEPATIQUE INTESTINALE 4A;;
24108 HC MIT UNITE 2 MALLET;;
24109 HC MIT UNITE 1 CHALIER;;
24112 HC REANIMATION MEDICALE UNITE A;;
24113 HC CHIRURGIE UNITE 4C;;
24114 HC CHIRURGIE UNITE 4B;;
24116 HC ORL UNITE A;;
24118 HS HS OPHTALMO 3A;;
24120 HC CHIR MAXILLO FACIALE RDJ;;
24121 HC REANIMATION CHIRURGICALE;;
24122 HS HOSP SEMAINE POLYSOMNOGRAPHIE;;
24123 HC MATERNITE UNITE A;;
24124 HC GYNECOLOGIE;;
24125 HC MATERNITE UNITE B;;
24126 HC MATERNITE UNITE C;;
24127 HC GROSSESSES PATHOLOGIQUES;;
24129 HC GYNECOLOGIE;;
24130 HC HC ORL UNITE B;;
24132 HC UNITE SOINS INTENSIFS CARDIO;;
24135 HC CHIR ORTHOPEDIE UNITE 3B;;
24136 HJ ORTHOGENIE ET PLANIF FAMILIALE SUP 12H;;
24137 HJ ORTHOGENIE NORD;;
24140 HS H SEMAINE CARDIOLOGIE;;
24141 HJ HOSP JOUR GYNECO;;
24142 HC REANIMATION MEDICALE UNITE B;;
24143 CA CHIR AMBULATOIRE GYNECOLOGIE;;
24147 HC UNITE POST URGENCES;;
24148 HC HOSPI DE COURTE DUREE UPATOU;;
24149 HC MATERNITE KANGOUROU;;
24150 HJ HOSPITALISATION DE JOUR SYNCOPE;;
24153 HC SURVEILLANCE CONTINUE MEDICALE;;
24155 HJ H JOUR MALADIES RESPIRATOIRES;;
24161 HC SURVEILLANCE CONTINUE CHIRURGICALE;;
24162 HS HOSP SEMAINE MALADIES RESPIRATOIRES;;
24163 RM VANDENESCH FRANCOIS STIC 2004;;
24164 RM PEJU AO HCL 06 PARAMEDICAL;;
24165 HC NUTRITION CLINIQUE INTENSIVE;;
24166 RM HAYS AO HCL 06 JEUNE CHERCHEUR HOSP;;
24167 RM RICHARD AO HCL 06 JEUNE CHERCHEUR HOSP;;
24169 RM CT D20365 D5133 PEROL LILLY FRANCE;;
24170 HC NEONATOLOGIE CX ROUSSE;;
24171 HC SOINS INTENSIFS NEONATOLOGIE;;
24172 HC REANIMATION NEONATALE;;
24173 RM CT D20366 D5135 PEROL ROCHE;;
24174 HC NOUVEAUX NES EN MATERNITE KANGOUROU;;
24176 CA CHIRURGIE AMBULATOIRE ORTHOPEDIE;;
24177 RM BAULIEUX JACQUES STIC 2003;;
24179 RM RUDIGOZ PHRC REGIONAL 2003;;
24183 CA RADIOLOGIE INTERVENTIONNELLE AMBULATOIRE;;
24186 RM KODJIKIAN AO HCL 2002;;
24188 RM ADHAM PHRC REG 2002;;
24191 CELLULE COORDINATION PARCOURS PATIENTS;;
24192 RM CT D04483 RUDIGOZ ANAES;;
24193 RM SOUQUET JEAN CHRISTOPHE STIC 2004;;
24194 RM CT D03704 ANDRE P MINISTERE RECHERCHE;;
24195 RM CT D04737 TREPO INSERM;;
24196 RM ROBERT AO HCL 2005;;
24197 RM ANDRE AO HCL 2005;;
24198 RM PEROL PHRC NAT 05 CHAMP CANCER;;
24199 RM GUERIN PHRC NAT 06;;
24200 RM MERLE PHRC NAT CANCER 07;;
24201 RM BUFFIN PHRC INTERREGIONAL 07;;
24212 CS UROLOGIE GYNECO;;
24213 RX GIE IRM RILLEUX;;
24214 CS RADIOTHERAPIE GHS;;
24221 CS CEPHALEES MIGRAINES;;
24222 RX GIE IRM NORD INF POTESTANTE OSTEO;;
24231 HC HGE UNITE 5 B;;
24232 HC HGE UNITE 4 C;;
24245 HJ CHIR AMBUL GYN URO;;
24274 HJ DE REHABILITATION;;
24286 RM CT D20723 ANDRE BIOMERIEUX;;
24287 HJ ANTICORPS MONOCLO;;
24288 PROTOCOLES CBPN;;
24289 HJ MAL INF TROPICALE;;
24290 RM LOI HURIET CROIX ROUSSE;;
24291 RM CONTRAT DE RECHERCHE CROIX ROUSSE;;
24300 RM CT D020358 TREPO MINISTERE ECONOMIE;;
24301 RM NEYRET AO STIC HCC 07;;
24302 RM PIGNAT AO STIC CANCER 07;;
24303 RM ANDRE P RCT INSERM DHOS 08;;
24304 RM ANDRE P AO HCL 07 SOUTIEN CRB;;
24305 RM CHAMBRIER AO HCL ACTIONS INCITATIVES 06;;
24306 RM KODJIKIAN PHRC NAT 08;;
24307 RM AO D50678 LAURENT PHRC INTER REGION 09;;
24308 RM AO D50690 SEVE PHRC NAT 09;;
24310 RM D50707 LOPEZ AO HCL JEUNE CHERCHEUR 09;;
24311 RM 50712 WALLON AO HCL 09;;
24312 RM D50713 CHAMBRIER AO HCL 09;;
24313 RM D50745 AO GUERIN PHRC NATIONAL 2010;;
24314 RM D50727 AO BERTHEZENE PRQH 2010;;
24315 RM CT D21154 VANDENESCH LAURENT BIOMERIEUX;;
24316 RM CT D21211 MAYNARD ANRS;;
24317 RM CT D21152 ZOULIM INSERM;;
24318 RM CT D21262 PEYRAMOND ANRS;;
24319 RM CT D21178 COTTE CHU DE NICE;;
24320 RM CT D20944 ZOULIM ANRS;;
24321 RM ANRS AC5 ANDRE;;
24322 RM CT D20741 ANDRE INSERM;;
24323 RM CT HC COAT IFN MAYNARD ANRS;;
24324 RM CT D20975 TREPO ANRS;;
24325 RM ANRS AC11 ZOULIM;;
24326 RM ANRS AC24 ZOULIM;;
24327 RM CT D21253 ANDRE PPD FRANCE SNC;;
24328 RM ARNS EMVIPEG MAYNARD;;
24329 RM CT D21274 BONDON SIEMENS;;
24330 RM D50769 FERRY TRIST AO HCL J CHERCHEUR 11;;
24335 CS EDUC THERAP NUTRI PARENTERALE DOM;;
24350 BO SALLE OPERATOIRE CHIRURGIE GENERALE;;
24351 BO SALLE OPERATOIRE ORL;;
24352 BO SALLE OPERATOIRE OPH;;
24353 BO BLOC.OPE CHIR MAXILLO FACIALE;;
24355 BO SALLES D ACCOUCHEMENT;;
24356 MT SALLE PROTHESES CHIR MAX;;
24357 BO BLOC OPERAT GYNECOLOGIE;;
24359 BO SALLE OPERATOIRE ORTHOPEDIE;;
24361 BO SALLE POSE VVC;;
24380 BO SALLE ENDOSCOPIE DIGESTIVE;;
24381 MT SSPI BMC;;
24382 MT SALLE TECHNIQUE MEDECINE INTERNE;;
24392 BO SALLE CHIRURGIE PLASTIQUE;;
24393 RX MED NUCL SCINTIGRAPHIE INF PROTESTANTE;;
24400 BM BIOCHIMIE SECTEUR COMMUN;;
24401 BM LABO DE PARASITOLOGIE;;
24402 BM LABO DE BACTERIOLOGIE;;
24403 BM ANATOMIE CYTOLOGIE PATHO.;;
24404 BM HEMATOLOGIE CELLULAIRE;;
24405 BM LABO DE BIOLOGIE ENVIRONNEMENT;;
24406 BM BIOCHIMIE DE PROXIMITE;;
24407 MT HYGIENE EPIDEMIOLOGIE H.DU NORD;;
24408 CS HEMOVIGILANCE GH NORD;;
24411 BM BIOCH FOETO MATERNELLE;;
24412 BM BIOCHIMIE SPECIALISEE;;
24414 BM HEMOSTASE;;
24416 BM PHYSIOLOGIE;;
24417 BM BIOLOGIE MOLECULAIRE;;
24420 BM LABO VIROLOGIE BIOLOGIE MOLECULAIRE;;
24421 BM VIROBIOTEC CRB CX ROUSSE;;
24423 BM MICROBIOLOGIE MOLECULAIRE;;
24424 BM SEROLOGIES AUTOMATISEES;;
24425 BM CULTURE DE VIRUS;;
24426 CS CONSULTATION HEPATO GASTRO;;
24427 BM CONVENTION BECTON DICKINSON;;
24428 RX TEP INF PROTESTANTE;;
24430 BM MICROBIOLOGIE AUTOMATISEE 24H SUR 24H;;
24431 BM LABO MYCOBACTERES;;
24432  BM ABNALYSE DE L'EAU;;
24433 BM PARASITO ET MYCOLOGIE CONVENTIONNELLES;;
24434 CS CONSULTATION PARASITO MYCO MED;;
24435 SO TUMOROTHEQUE CRB CX ROUSSE;;
24439 BM LABO DE MYCOLOGIE;;
24440 RX RADIO MOBILE CX R;;
24441 RX SENOLOGIE MAMMO CX R;;
24444 BM ADN ETALON LEGIONNELLES;;
24450 RX RADIOLOGIE CX R;;
24451 RX RADIO STOMATOLOGIE CX R;;
24455 RX RADIO RDC;;
24456 RX VASCULAIRE INTERV CX R;;
24457 RX SCANNER CX R;;
24458 RX ECHOGRAPHIE DOPPLER CX R;;
24461 RX ECHOGRAPHIE;;
24462 BM RECUEIL SUPPLEMENTS FORFAITS CBN;;
24463 BM LABORATOIRE P3 SECURITE CIVILE;;
24624 PLATEAU DE SEQUENCAGE;;
24470 HJ H JOUR MEDECINE INTERNE;;
24471 CS CHIRURGIE ESCARRE;;
24472 HJ H JOUR MALADIES INFECTIEUSES;;
24473 HJ H JOUR PNEUMOLOGIE;;
24474 HJ MED INTERNE;;
24476 HJ PNEUMOLOGIE;;
24479 HJ H JOUR DES PATHOLOGIES DIGESTIVES;;
24480 CA CHIRURGIE DIGESTIVE AMBULATOIRE;;
24483 CA CHIRURGIE AMBULATOIRE ORL;;
24485 CA ENDOSCOPIES EN AMBULATOIRE;;
24486 CA CHIRURGIE REPARATRICE EN AMBULATOIRE;;
24487 CA CHIRURGIE AMBULATOIRE OPH;;
24488 CA CHIRURGIE AMBULATOIRE MAXILLO FACIALE;;
24489 SA H JOUR CHIMIOTHERAPIE;;
24490 HJ H JOUR CHIMIOTHERAPIE ORL;;
24491 HJ H JOUR MED INTERNE;;
24492 HC CHIR PLASTIQUE 3C;;
24493 HJ H JOUR PNEUMOLOGIE;;
24495 MT NUTRITION NCI MEDICO TECHNIQ;;
24500 CS HEPATO GASTROENTEROLOGIE;;
24501 CS CARDIOLOGIE RDC;;
24502 CS PNEUMOLOGIE;;
24503 CS MALADIES INFECTIEUSES;;
24504 CS EQUIPES MOBILES SOINS PALLIATIFS;;
24505 CS CHIRURGIE GENERALE;;
24506 CS ORL;;
24507 CS CHIR MAXILLO FACIALE;;
24508 CS ORTHOPEDIE;;
24510 CS OBSTETRIQUE;;
24511 CS EXTERNES NEONATOLOGIE;;
24512 CS OPH;;
24514 CS SANTE AU TRAVAIL CROIX ROUSSE;;
24516 CS CONS MALADIES PARASITAIRES;;
24518 CS DES MALADIES RESPIRATOIRES;;
24519 CS PLANIFICATION;;
24520 CS EN HEMATOLOGIE;;
24521 CS ORTHOGENIE;;
24522 CS ANESTHESIE OPHTALMO;;
24523 CS ANESTHESIE GYNECO;;
24524 CS ANESTHESIE ORTHOPEDIE;;
24525 CS ANESTHESIE ORL;;
24526 CS ANESTH CHIR MAX.FAC;;
24527 CS ANESTHESIE CHIRURGIE GLE;;
24528 CS STOMATHERAPIE;;
24530 AU SERVICE ACCUEIL MEDICAL UPATOU;;
24531 CS ANESTH ENDOSCOPIE DIGESTIVE;;
24532 CS ANESTHESIE OBSTETRIQUE;;
24533 CS MEDECINE LEGALE GH NORD;;
24534 CS DE NUTRITION;;
24535 MT SALLE TECHNIQUE;;
24537 CS URGENCES GYNECOLOGIQUES;;
24539 CS MULTIDISCIPLINAIRES;;
24540 CS GYNECOLOGIE;;
24542 CS AIDE MEDICALE A LA PROCREATION;;
24543 CS CHIRURGIE PLASTIQUE;;
24544 MT DIAGNOSTIC ANTE NATAL;;
24545 MT SALLE REA BEBE EN SALLE D ACCOUCHEMENT;;
24546 RX ECHOGRAPHIE DOPPLER VASCULAIRE;;
24547 MT ANESTHESIE BLOC CHIR GENERALE CX.ROUSSE;;
24548 UNITE PRELVT GYNECO-OBSTETRIQUE;;
24549 MT ANESTHESIE RADIOLOGIE CX ROUSSE;;
24551 MT ANESTHESIE BLOC ORL;;
24552 MT ANESTHESIE BLOC OPH;;
24553 MT ANESTH BLOC MAXILLO FACIALE CX ROUSSE;;
24555 MT ANESTHESIE SALLE D ACCOUCHEMENT;;
24557 MT ANESTHESIE BLOC GYNECOLOGIE;;
24558 MT ANESTH ENDOSCOPIE DIGESTIVE CX ROUSSE;;
24559 MT ANESTHESIE BLOC ORTHOPEDIE;;
24560 CS SMA SUITE DE SOINS;;
24561 RX GIE IRM NORD INFIRMERIE PROTESTANTE;;
24562 CS DOULEUR CHRONIQUE;;
24563 MT PROTHESES;;
24568 SO LACTARIUM;;
24569 MT EXPLO NEUROLOGIQUES;;
24570 MT HEMODYN CARDIO INTERVENT;;
24572 MT EXPLO FONCT RESPIRATOIRE;;
24575 CS NEUROLOGIQUES;;
24576 MT ECG D EFFORT;;
24577 MT EXPLORATION FONCTIONNELLE DIGESTIVE;;
24578 MT ENDOSCOPIE PULMONAIRE;;
24579 RX ECHOGRAPHIE CARDIAQUE;;
24580 MT ELECTROPHYSIO STIM HOLTER;;
24581 CS URGENCES OBSTETRIQUE;;
24590 CS DE TABACOLOGIE;;
24591 MT PHARMACIE MAGASIN;;
24592 MT PHARMACOTECHNIE;;
24593 MT DISPOSITIFS MEDICAUX;;
24594 MT ESSAIS CLINIQUES DU GH NORD;;
24595 MT CHIMIOTHERAPIE;;
24597 MT SOLUTES;;
24598 CS DE GENETIQUE CX ROUSSE;;
24599 CS NEURO GENETIQUE CX ROUSSE;;
24614 MT EXERCICE REHABILITATION;;
24624 BM SEROLOGIES AUTOMATISEES;;
24625 HC SURVEILLANCE CONTINUE CARDIO A;;
24626 HC ORL UNITE C RJ;;
24627 CS DOULEUR CHRON REBELLE;;
24632 SC D GERIATRIE BAT I 3A;;
24633 SC D GERIATRIE BAT I 3B;;
24639 CS MYCOLOGIE MEDICALE;;
24671 CS MALADIES INFECT TROPICALES ET EXOT;;
24672 MT HOLTER;;
24679 CS PASS GH NORD;;
24681 BM CENTRE DE TRI CBN;;
24685 MT REED.NUTRITIONNELLE CROIX ROUSSE;;
24687 CS RHUMATOLOGIE;;
24692 MT ANESTH BLOC CHIR PLASTIQUE REPARATRICE;;
24715 CS DE NEPHROLOGIE;;
24719 RM LYRIC GH NORD WP 3;;
24720 CS EDUC THERAP MAL ORIGINE INFECT;;
24721 CS EDUC THERAP HEPATOLOGIE;;
24726 RX CONSULT RADIO CX R;;
24728 CS ELSA;;
24729 CS CENTRE DE REFERENCE VHC;;
24733 CS IST GH NORD PROPHYL ANTI VENER;;
24734 CS CDAG CTRE DEPISTAGE ANONYME GRATUIT;;
24735 CS CDAG MEDECINE UNIVESITAIRE LA DOUA;;
24736 CS EQUIPE MOBILE DHLM;;
24737 CS CDAG MED UNIVERS MANUFACTURE DES TABACS;;
24738 MT UTEP UNITE TRANSV EDUCATION THERAPEUTIQ;;
24739 CS D ADDICTOLOGIE;;
24740 CS MEDECINE PREDICTIVE;;
24741 CS ACTES EXTERNES OPH;;
24742 CS SOINS DE SUITE TRAUMATOLOGIE;;
24744 MT ACTES EXTERNES ACHA A;;
24746 CS EDUC THERAP TRANSPLANTATION;;
24747 CS CONSULTATION PREP MIT;;
24748 CS AES ACCIDENTS EXPOSITION AU SANG;;
24749 HC UNITE CHIRURGIE ESCARRES 3B;;
24754 CS ACTES EXTERNES CHIR REPARATRICE;;
24755 RM CRC GH NORD;;
24756 CS AURAL;;
24757 CS DERMATO VENEROLOGIE;;
24758 CS CONSULTATION VACCINATION;;
24759 AU GESTION MED CATASTROPHES;;
24760 MT EXPLORATION FONCTIONNELLE SYNCOPE;;
24763 CS PLAN PERINATALITE NORD;;
24764 CS CONSULTATIONS DENTAIRES CROIX ROUSSE;;
24765 CS CEGIDD GH NORD;;
24766 CS C REF MALADIES RARES NEUROMUSCULAIRES;;
24767 CS PREP CEGIDD;;
24772 CS CPDPN PLANIFICATION DIAG PRENATAL;;
24773 CS UROLOGIE;;
24775 HC ZONE SURVEILLANCE DE COURTE DUREE;;
24776 CS SYNCOPES;;
